AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	OWGIndexID	LEVEL-0	TYPE-1	SUBTYPE-2	SUB-SUBTYPE-3	SUB-SUB-SUBTYPE-4	SUB-SUB--SUB-SUBTYPE-5	SUB-SUB--SUB-SUB-SUBTYPE-6	SUB-SUB--SUB-SUB-SUB-SUBTYPE-7	Entity Type	Source Ontology	Uplink	Definition
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_238	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Point	GeographicPoint	Port	-	Port108633957	RPI	GeographicPoint108578706	a place (seaport or airport) where people and merchandise can enter or leave a country
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_241	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	GeographicalArea	Tract	-	-	Tract108673395	RPI	GeographicalArea108574314	an extended area of land
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_242	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	GeographicalArea	Tract	Park	-	Park108615149	RPI	Tract108673395	a large area of land preserved in its natural state as public property
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_243	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	GeographicalArea	Tract	Subdivision	-	Subdivision108674251	RPI	Tract108673395	an area composed of subdivided lots
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_244	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	GeographicalArea	Tract	PublicSquare	-	PublicSquare108619620	RPI	Tract108673395	an open area at the meeting of two or more streets
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_249	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Land	Peninsula	-	-	Peninsula109388848	RPI	Land109334396	a large mass of land projecting into a body of water
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_250	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Land	Cape	-	-	Cape109233715	RPI	Land109334396	a strip of land projecting into a body of water
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_251	Entity	NonPhysicalEntity	MeasurableAbstraction	Location	Land	Island	-	-	Island109316454	RPI	Land109334396	a land mass (smaller than a continent) that is surrounded by water
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_253	Entity	NonPhysicalEntity	Relation	-	-	-	-	-	Relation	AIDA-OWG	NonPhysicalEntity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_254	Entity	Shish	-	-	-	-	-	-	Shish	AIDA-OWG	Entity	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_260	Entity	Shish	PER	Contestant	-	-	-	-	Contestant109613191	RPI	PER	a person who participates in competitions
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_261	Entity	Shish	PER	Contestant	Athlete	-	-	-	Athlete109820263	RPI	Contestant109613191	a person trained to compete in sports
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_262	Entity	Shish	PER	Contestant	Player	-	-	-	Player110439851	RPI	Contestant109613191	a person who participates in or is skilled at some game
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_263	Entity	Shish	PER	Intellectual	-	-	-	-	Intellectual109621545	RPI	PER	a person who uses the mind creatively
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_264	Entity	Shish	PER	Intellectual	Scholar	-	-	-	Scholar110557854	RPI	Intellectual109621545	a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_265	Entity	Shish	PER	Traveler	-	-	-	-	Traveler109629752	RPI	PER	a person who changes location
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_266	Entity	Shish	PER	Traveler	Exile	-	-	-	Exile110071332	RPI	Traveler109629752	a person who is voluntarily absent from home or country
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_269	Entity	Shish	PER	Engineer	-	-	-	-	Engineer109615807	RPI	PER	a person who uses scientific knowledge to solve practical problems
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_271	Entity	Shish	PER	Radical	-	-	-	-	Radical110503452	RPI	PER	a person who has radical ideas or opinions
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_272	Entity	Shish	PER	Fugitive	-	-	-	-	Fugitive110115082	RPI	PER	someone who flees from an uncongenial situation
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_273	Entity	Shish	PER	Lawgiver	-	-	-	-	Lawgiver110249270	RPI	PER	a maker of laws; someone who gives a code of laws
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_276	Entity	Shish	PER	Politician	Legislator	-	-	-	Legislator110253995	RPI	Politician110451263	someone who makes or enacts laws
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_277	Entity	Shish	PER	Politician	Legislator	Senator	-	-	Senator110578471	RPI	Legislator110253995	a member of a senate
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_279	Entity	Shish	PER	Administrator	-	-	-	-	Administrator109770949	RPI	PER	someone who administers a business
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_280	Entity	Shish	PER	Administrator	Director	-	-	-	Director110014939	RPI	Administrator109770949	someone who controls resources and expenditures
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_281	Entity	Shish	PER	Administrator	Executive	-	-	-	Executive110069645	RPI	Administrator109770949	a person responsible for the administration of a business
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_283	Entity	Shish	PER	Writer	-	-	-	-	Writer110794014	RPI	PER	writes (books or stories or articles or the like) professionally (for pay)
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_284	Entity	Shish	PER	Writer	Compiler	-	-	-	Compiler109946957	RPI	Writer110794014	a person who compiles information (as for reference purposes)
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_286	Entity	Shish	PER	Reporter	-	-	-	-	Reporter110521662	RPI	PER	a person who investigates and reports or edits news stories
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_287	Entity	Shish	PER	Broadcaster	-	-	-	-	Broadcaster109875786	RPI	PER	someone who broadcasts on radio or television
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_292	Entity	Shish	PER	Lawman	-	-	-	-	Lawman110249459	RPI	PER	an officer of the law
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_294	Entity	Shish	PER	Lawman	Police	RiotPolice	-	-	riot police/dvmm/new/0003	Columbia-RPI	Police/m/05ws7	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_296	Entity	Shish	PER	Militant	-	-	-	-	Militant110315837	RPI	PER	a militant reformer
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_297	Entity	Shish	PER	Businessperson	-	-	-	-	Businessperson109882716	RPI	PER	a capitalist who engages in industrial commercial enterprise
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_299	Entity	Shish	PER	Speaker	-	-	-	-	Speaker/m/0hpjt	Columbia-RPI	PER	https://en.wikipedia.org/wiki/Public_speaking
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_302	Entity	Shish	PER	Rescuer	-	-	-	-	rescuers/m/0bh6t6c	Columbia-RPI	PER	https://en.wikipedia.org/wiki/Rescuer
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_303	Entity	Shish	INFO	-	-	-	-	-	INFO	AIDA-OWG	Shish	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_304	Entity	Shish	ActivityField	-	-	-	-	-	ActivityField	AIDA-OWG	Shish	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_305	Entity	Shish	ActivityField	Game	-	-	-	-	Game	AIDA-OWG	ActivityField	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_306	Entity	Shish	ActivityField	Science	-	-	-	-	Science	AIDA-OWG	ActivityField	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_307	Entity	Shish	ActivityField	Politics	-	-	-	-	Politics	AIDA-OWG	ActivityField	
not present	not present	not present	not present	not present	not present	not present	not present	OWG_ent_308	Entity	Shish	ActivityField	Medicine	-	-	-	-	Medicine	AIDA-OWG	ActivityField	
