AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	Template	arg1 label	Output value for arg1	arg1 type constraints	arg2 label	Output value for arg2	arg2 type constraints	arg3 label	Output value for arg3	arg3 type constraints	arg4 label	Output value for arg4	arg4 type constraints	arg5 label	Output value for arg5	arg5 type constraints	OWGIndexID	Upper Model	Middle Model 	Lower Model for subtypes with descriptive features that distinguish the lower model subtypes.	arg1_owgrole	arg2_owgrole	arg3_owgrole	arg4_owgrole	arg5_owgrole
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_115	SocialEvent	CommunicateEvent	Express_Sentiment/Side					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_116	SocialEvent	CommunicateEvent	Nonverbal_Communication					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_117	SocialEvent	GatheringEvents	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_118	SocialEvent	GatheringEvents	NonpoliticalGathering					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_119	SocialEvent	GatheringEvents	Meet					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_120	SocialEvent	GatheringEvents	Ceremony_Wedding					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_121	SocialEvent	GatheringEvents	Undirected_Convention/Festival					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_122	SocialEvent	GatheringEvents	Directed_Performance/Parade/SportingEvent					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_123	SocialEvent	GatheringEvents	Religious/TraditionalEvent					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_125	SocialEvent	JudicialFindingOfTruth	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_126	SocialEvent	JudicialFindingOfTruth	Acquit					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_129	SocialEvent	InitiateJudicialProcess	Appeal					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_132	SocialEvent	InitiateJudicialProcess	Sue					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_135	SocialEvent	JudicialConsequences	Fine					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_136	SocialEvent	JudicialConsequences	Pardon					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_138	SocialEvent	JudicialConsequences	DeclareSentence					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_141	SocialEvent	TransactionEvent	Pay_Taxes/Dues/Fines					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_145	SocialEvent	TransactionEvent	Bribe					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_146	SocialEvent	TransactionEvent	Gain_income					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_147	SocialEvent	TransactionEvent	Lose_income					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_149	SocialEvent	TransactionEvent	Two_Way_Exchange/Barter					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_151	SocialEvent	RescueEvent	Rescue					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_152	SocialEvent	RescueEvent	Evacuation					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_153	SocialEvent	Organization/RelationChangeEvents	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_154	SocialEvent	Organization/RelationChangeEvents	EndOrg					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_155	SocialEvent	Organization/RelationChangeEvents	Declare_Bankruptcy					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_156	SocialEvent	Organization/RelationChangeEvents	MergeOrg					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_157	SocialEvent	Organization/RelationChangeEvents	StartOrg					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_158	SocialEvent	Organization/RelationChangeEvents	Divorce					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_159	SocialEvent	Organization/RelationChangeEvents	Marry					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_160	SocialEvent	Start/End_Directed_SocialRelations	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_163	SocialEvent	Start/End_Directed_SocialRelations	Join_Larger_Organization					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_164	SocialEvent	Start/End_Directed_SocialRelations	Exit_Larger_Organization					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_166	SocialEvent	Start/End_Directed_SocialRelations	Promote					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_167	MentalEvent	n/a	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_173	MentalEvent	Inspect/Investigate/Observe/Study	SensoryObserve					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_174	MentalEvent	Inspect/Investigate/Observe/Study	ObserveUsingInstrument					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_175	MentalEvent	Inspect/Investigate/Observe/Study	StudySubject					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_176	MentalEvent	Intend/Desire	n/a					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_177	MentalEvent	Intend/Desire	Intend/Desire					
not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	not present	OWG_evt_178	MentalEvent	Intend/Desire	Desire_Possesion					
