type	docid	doceid	spans
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(1994,0)-(1996,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(2035,0)-(2043,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(2196,0)-(2200,0)
VEH.Aircraft.Drone	IC001V8WF	IC001VBI8	(512,0)-(534,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1234,0)-(1250,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1241,0)-(1250,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1293,0)-(1301,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(139,0)-(161,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1390,0)-(1406,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1397,0)-(1406,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(1438,0)-(1446,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(2500,0)-(2506,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(2649,0)-(2655,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(2691,0)-(2699,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(3070,0)-(3085,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(3650,0)-(3654,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(4568,0)-(4600,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(4637,0)-(4640,0)
VEH.Aircraft.Drone	IC001V9U9	IC001VBJM	(975,0)-(1050,0)
VEH.Aircraft.Drone	IC001VAPK	IC001VBFN	(2876,0)-(2911,0)
VEH.Aircraft.Drone	IC001VAPK	IC001VBFN	(310,0)-(316,0)
VEH.Aircraft.Drone	IC001VFH8	IC001VFHC_51	(173,109)-(222,156)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1163,0)-(1172,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1201,0)-(1217,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1208,0)-(1217,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1355,0)-(1356,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1442,0)-(1457,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(1515,0)-(1516,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(319,0)-(354,0)
VEH.Aircraft.Drone	IC001VGO2	IC001VGWW	(926,0)-(990,0)
WEA	IC001V8WF	IC001VBI8	(156,0)-(165,0)
WEA	IC001V8WF	IC001VBI8	(1878,0)-(1918,0)
WEA	IC001V8WF	IC001VBI8	(512,0)-(521,0)
WEA	IC001V9U9	IC001VBJM	(1003,0)-(1050,0)
WEA	IC001V9U9	IC001VBJM	(139,0)-(148,0)
WEA	IC001V9U9	IC001VBJM	(4591,0)-(4600,0)
WEA	IC001VGO2	IC001VGWW	(1008,0)-(1020,0)
WEA	IC001VGO2	IC001VGWW	(345,0)-(354,0)
WEA	IC001VGO2	IC001VGWW	(964,0)-(990,0)
WEA	KC003A6NA	KC003ADT2	(3042,0)-(3054,0)
WEA.Bullets	KC003A6NA	KC003ADT2	(3474,0)-(3481,0)
WEA.Bullets.RubberBullets	KC003A6NA	KC003ADT2	(3057,0)-(3070,0)
WEA.Club	KC003A6NA	KC003ADT2	(3076,0)-(3081,0)
WEA.Gas.TearGas	KC003A6NA	KC003ADT2	(2971,0)-(2978,0)
